Ohio_STR;TEACHERS;GLOBAL LIQUIDITY RESERVE;;;INTERNATIONAL FUNDS;;GLOBAL CUSTODIAN LIQUIDITY RESERVE;I-GLR;0
Ohio_STR;TEACHERS;TA XII;;;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;THOMA BRAVO DISCOVER FUND;;;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;THOMA BRAVO FUND X;;22,735,744.92;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;THOMA BRAVO FUND XI, L.P.;;79,878,976.76;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;THOMA BRAVO SPEC OPP FUND I;;13,195,896.96;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;THOMA BRAVO SPECIAL OPP;;44,840,825.85;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;TOWERBROOK INVESTORS III;;22,509,313.80;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;TOWERBROOK INVESTORS IV;;15,049,654.00;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;TPG PARTNERS IV;;21,032,133.75;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;TPG PARTNERS V;;110,876,717.62;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;TPG PARTNERS VI;;185,523,572.46;ALTERNATIVE INVESTMENT FUNDS;;DOMESTIC PRIVATE EQUITY;AI-DPE;0
Ohio_STR;TEACHERS;AI-LEGAL EXPENSES;;0.01;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;ARCLIGHT ENERGY PARTNERS;;47,697,131.85;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;AVENUE ENERGY OPPORTUNITIES;;58,193,064.25;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;BEACON GROUP ENERGY FUND II;;1,584,167.86;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;LIME ROCK PARTNERS II;;;ALTERNATIVE INVESTMENT FUNDS;LIME ROCK PARTNERS III;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;;;1,760,347.91;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;LIME ROCK PARTNERS IV;;64,875,056.87;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;LIME ROCK PARTNERS V;;32,620,160.94;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA LIBERTY HOLDINGS, LLC;;56,194,999.82;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA PATRIOT HOLDINGS, LLC;;71,841,000.00;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA POWER FUND II;;121,279,559.70;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA POWER GENERATION;;133,451,957.53;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA SHERMAN POWER;;104,607,999.75;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA TEMPLE POWER;;96,444,000.00;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;PANDA TEMPLE POWER II;;106,161,999.75;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;TPG JONAH CO-INVEST, L.P.;;14,510,700.92;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;WARBURG PINCUS ENERGY, L.P.;;16,615,217.45;ALTERNATIVE INVESTMENT FUNDS;;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;EXCO RESOURCES INC;;6,107,000.00;COMMON STOCK;4,925,000.00;ENERGY AND NATURAL RESOURCES;AI-ENR;0
Ohio_STR;TEACHERS;AI-LEGAL EXPENSES;;0.01;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;BLACKSTONE STRATEGIC CAP;;9,291,663.95;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;CADENCE BANCORP LLC;;204,502,350.16;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;DYAL COLUMBUS CO-INVEST;;21,559,091.74;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;DYAL EARL CO-INVEST PARTNERS;;47,142,857.14;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;DYAL II US INVESTORS;;23,984,392.47;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;RCP LAKE CO-INVEST, L.P.;;15,575,424.89;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;RESOLUTION LIFE, L.P.;;43,921,177.28;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;REVERENCE CAPITAL PRTNRS;;29,745,086.14;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;SKBHC HOLDINGS LLC;;;ALTERNATIVE INVESTMENT FUNDS;;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;BANNER CORP;;41,173,520.74;COMMON STOCK;897,809.00;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;HAMILTON STATE BANCSHARES;;20,645,213.93;COMMON STOCK;3,076,783.00;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;HAMILTON STATE BANCSHARES,;;638,856.71;WARRANT;157,337.00;BANKING AND INSURANCE;AI-FDIC;0
Ohio_STR;TEACHERS;ADVENT INTERNATIONAL GPE VII;;34,185,813.80;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;ADVENT INTERNATIONAL GPE VIII;;;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;AIG GLOBAL EMERGING MARKETS;;1,861,369.97;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;AXIOM ASIA PRIVATE CAPITAL;;22,588,209.87;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;AXIOM ASIA PRIVATE CAPITAL;;0.01;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;BRIDGEPOINT EUROPE IV;;13,014,543.42;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;BRIDGEPOINT EUROPE V;;;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;COMMONFUND CAPITAL;;;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;COMMONFUND CAPITAL;;9,102,750.97;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;CVC CAPITAL PARTNERS VI (A),;;27,446,464.63;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;DOVER STREET VII;;20,868,552.94;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;DOVER STREET VIII;;30,159,398.89;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;GILBERT GLOBAL EQUITY;;25,448,886.08;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;H.I.G. BRAZIL AND LATIN AMERICA;;628,431.22;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;H.I.G. EUROPE CAPITAL PARTNERS;;32,271.46;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HARBOURVEST INT'L III;;825,793.97;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HARBOURVEST INT'L III-DIRECT;;2,083,323.84;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HARBOURVEST INT'L IV-DIRECT;;1,023,923.87;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HARBOURVEST INT'L;;7,832,464.97;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HARBOURVEST PARTNERS 2007;;31,321,903.89;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;HERMES GPE PEC II;;57,691,265.01;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;QUADRANT PRIVATE EQUITY NO. 4;;4,512,580.98;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;TRITON FUND IV, LP;;11,427,681.26;ALTERNATIVE INVESTMENT FUNDS;;GLOBAL/INTL PRIVATE EQUITY;AI-GIP;0
Ohio_STR;TEACHERS;AG SUPER FUND, L.P.;;204,289,081.50;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;BROOKSIDE CAPITAL PARTNERS;;119,867,196.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;CLAREN ROAD CREDIT MASTER;;179,559,058.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;CQS DIVERSIFIED FUND;;197,416,584.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;DAVIDSON KEMPNER;;128,542,494.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;IONIC CAPITAL;;112,626,885.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;KING STREET CAPITAL;;248,985,276.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;KING STREET EUROPE, L.P.;;206,543,448.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;MKP CREDIT, L.P.;;156,737,782.50;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;OZ DOMESTIC PARTNERS II;;168,937,650.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;REMINGTON INV STRATEGIES;;315,553,684.00;ALTERNATIVE INVESTMENT FUNDS;;HEDGE FUNDS;AI-HF;0
Ohio_STR;TEACHERS;AI-LEGAL EXPENSES;;;ALTERNATIVE INVESTMENT FUNDS;;INFRASTRUCTURE;AI-INF;0
Ohio_STR;TEACHERS;GCM INFRASTRUCTURE (2009;;105,478,302.47;ALTERNATIVE INVESTMENT FUNDS;;INFRASTRUCTURE;AI-INF;0
Ohio_STR;TEACHERS;SPX DEC 2017 @ 2400 CALL;;;CALL OPTION OTC;21,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX DEC 2018 @ 2300 CALL;;;CALL OPTION OTC;-23,200.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX DEC 2018 @ 2500 CALL;;;CALL OPTION OTC;-24,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 1875 CALL;;;CALL OPTION OTC;14,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 2200 CALL;;;CALL OPTION OTC;-85,700.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1690 CALL;;;CALL OPTION OTC;2,500.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1775 CALL;;;CALL OPTION OTC;-4,000.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1790 CALL;;;CALL OPTION OTC;-1,100.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2000 CALL;;;CALL OPTION OTC;10,400.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2050 CALL;;;CALL OPTION OTC;-2,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2150 CALL;;;CALL OPTION OTC;-28,600.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2200 CALL;;;CALL OPTION OTC;-26,700.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 1820 CALL;;;CALL OPTION OTC;11,600.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2295 CALL;;;CALL OPTION OTC;-19,000.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2320 CALL;;;CALL OPTION OTC;-60,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2500 CALL;;;CALL OPTION OTC;7,600.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX SEPT 2016 @ 2400 CALL;;;CALL OPTION OTC;10,200.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX DEC 2016 @ 1825 PUT;;;PUT OPTION OTC;-74,100.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX DEC 2018 @ 1800 PUT;;;PUT OPTION OTC;-15,100.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JAN 2017 @ 1425 PUT;;;PUT OPTION OTC;5,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 1425 PUT;;;PUT OPTION OTC;5,100.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 1600 PUT;;;PUT OPTION OTC;13,900.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 1675 PUT;;;PUT OPTION OTC;21,400.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 1800 PUT;;;PUT OPTION OTC;-5,100.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUN 2016 @ 2000 PUT;;;PUT OPTION OTC;50,000.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUNE 2016 @ 1925 PUT;;;PUT OPTION OTC;-20,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUNE 2016 @ 1950 PUT;;;PUT OPTION OTC;-91,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX JUNE 2016 @ 2075 PUT;;;PUT OPTION OTC;15,000.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1450 PUT;;;PUT OPTION OTC;SPX MAR 2016 @ 1500 PUT;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;;;;PUT OPTION OTC;SPX MAR 2016 @ 1550 PUT;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;;;;PUT OPTION OTC;2,700.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1575 PUT;;;PUT OPTION OTC;-6,900.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1790 PUT;;;PUT OPTION OTC;-8,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1910 PUT;;;PUT OPTION OTC;-9,400.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1950 PUT;;;PUT OPTION OTC;SPX MAR 2016 @ 1965 PUT;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;;;;PUT OPTION OTC;6,400.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 1975 PUT;;;PUT OPTION OTC;18,200.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2050 PUT;;;PUT OPTION OTC;7,500.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MAR 2016 @ 2300 PUT;;;PUT OPTION OTC;SPX MAR 2016 @1590 PUT;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;;;;PUT OPTION OTC;4,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 1400 PUT;;;PUT OPTION OTC;9,500.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 1625 PUT;;;PUT OPTION OTC;11,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 1675 PUT;;;PUT OPTION OTC;10,700.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 1775 PUT;;;PUT OPTION OTC;13,800.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2095 PUT;;;PUT OPTION OTC;46,900.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2125 PUT;;;PUT OPTION OTC;27,900.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2175 PUT;;;PUT OPTION OTC;10,900.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX MARCH 2016 @ 2400 PUT;;;PUT OPTION OTC;10,400.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX SEPT 2016 @ 1800 PUT;;;PUT OPTION OTC;-80,600.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;SPX SEPT 2016 @ 2200 PUT;;;PUT OPTION OTC;17,300.00;RJA;AI-LQRJ;0
Ohio_STR;TEACHERS;3M COMPANY;;;COMMON STOCK;2,818.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ABBOTT LABORATORIES;;;COMMON STOCK;15,975.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ACCENTURE PLC;;;COMMON STOCK;5,144.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ACTIVISION BLIZZARD INC;;;COMMON STOCK;61,132.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ACUITY BRANDS INC;;;COMMON STOCK;1,418.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ADOBE SYSTEMS INC.;;;COMMON STOCK;4,340.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ADVANCE AUTO PARTS INC;;;COMMON STOCK;6,427.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AETNA INC.;;;COMMON STOCK;11,600.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AFFILIATED MANAGERS GROUP;;;COMMON STOCK;1,090.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AFLAC INC;;;COMMON STOCK;15,489.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AGILENT TECHNOLOGIES INC;;;COMMON STOCK;2,909.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AIR PROD. & CHEM.;;;COMMON STOCK;1,110.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AIRGAS INC;;;COMMON STOCK;7,238.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AKAMAI TECHNOLOGIES;;;COMMON STOCK;6,227.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALASKA AIRGROUP INC;;;COMMON STOCK;4,035.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALKERMES PLC;;;COMMON STOCK;5,346.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALLERGAN PLC;;;COMMON STOCK;1,856.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALLIANCE DATA SYSTEM;;;COMMON STOCK;3,217.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALLSTATE CORP;;;COMMON STOCK;10,654.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALLY FINANCIAL INC;;;COMMON STOCK;12,986.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALPHABET INC;;;COMMON STOCK;330.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALTABA INC;;;COMMON STOCK;13,208.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ALTRIA GROUP INC;;;COMMON STOCK;18,436.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMAZON.COM INC;;;COMMON STOCK;771.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMDOCS LIMITED;;;COMMON STOCK;51,437.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMEREN CORP.;;;COMMON STOCK;25,541.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERICAN ELECTRIC POWER;;;COMMON STOCK;10,209.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERICAN EXPRESS CO.;;;COMMON STOCK;2,232.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERICAN INTL GROUP;;;COMMON STOCK;13,248.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERICAN TOWER CORP;;;COMMON STOCK;2,507.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERICAN WATER WORKS CO INC;;;COMMON STOCK;53,578.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERIPRISE FINANCIAL INC;;;COMMON STOCK;2,069.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMERISOURCEBERGEN CORP;;;COMMON STOCK;9,163.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMETEK INC.;;;COMMON STOCK;12,461.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AMPHENOL CORP-CL A;;;COMMON STOCK;14,273.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANADARKO PETROLEUM CORP;;;COMMON STOCK;4,426.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANALOG DEVICES;;;COMMON STOCK;9,516.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANDEAVOR;;;COMMON STOCK;12,690.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANNALY CAPITAL MGT. INC.;;;COMMON STOCK;242,816.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANSYS INC;;;COMMON STOCK;7,588.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ANTHEM INC.;;;COMMON STOCK;10,995.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AON PLC;;;COMMON STOCK;1,574.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;APACHE CORP.;;;COMMON STOCK;11,162.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;APPLE INC.;;;COMMON STOCK;3,357.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;APPLIED MATERIALS INC.;;;COMMON STOCK;13,333.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;APTIV PLC;;;COMMON STOCK;6,545.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ARCH CAPITAL GROUP LTD;;;COMMON STOCK;37,646.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ARCHER DANIELS MIDLAND CO;;;COMMON STOCK;10,748.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ARCONIC INC;;;COMMON STOCK;82,580.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;ASHLAND GLOBAL HOLDINGS INC;;;COMMON STOCK;7,594.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AT&T INC;;;COMMON STOCK;37,094.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AUTODESK INC.;;;COMMON STOCK;6,609.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AUTOLIV INC;;;COMMON STOCK;12,271.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AUTOMATIC DATA PROC.;;;COMMON STOCK;5,077.00;SCIBETA USA;AI-LQSB;0
Ohio_STR;TEACHERS;AUTOZONE INC;;;COMMON STOCK;1,740.00;SCIBETA USA;AI-LQSB;0
